country_code,year,life_expectancy,country_name
CHN,1990,68.155,China
CHN,1991,68.61,China
CHN,1992,69.059,China
CHN,1993,69.492,China
CHN,1994,69.835,China
CHN,1995,70.363,China
CHN,1996,70.823,China
CHN,1997,71.227,China
CHN,1998,71.601,China
CHN,1999,71.952,China
CHN,2000,72.288,China
CHN,2001,72.675,China
CHN,2002,73.034,China
CHN,2003,73.385,China
CHN,2004,73.727,China
CHN,2005,74.085,China
CHN,2006,74.404,China
CHN,2007,74.789,China
CHN,2008,74.833,China
CHN,2009,75.317,China
CHN,2010,75.668,China
CHN,2011,75.889,China
CHN,2012,76.2,China
CHN,2013,76.452,China
CHN,2014,76.714,China
CHN,2015,76.975,China
CHN,2016,77.214,China
CHN,2017,77.235,China
CHN,2018,77.709,China
CHN,2019,77.94,China
CHN,2020,78.019,China
CHN,2021,78.117,China
CHN,2022,78.202,China
IDN,1990,63.249,Indonesia
IDN,1991,63.703,Indonesia
IDN,1992,64.182,Indonesia
IDN,1993,64.851,Indonesia
IDN,1994,65.041,Indonesia
IDN,1995,65.263,Indonesia
IDN,1996,65.465,Indonesia
IDN,1997,65.774,Indonesia
IDN,1998,65.942,Indonesia
IDN,1999,66.001,Indonesia
IDN,2000,66.292,Indonesia
IDN,2001,66.583,Indonesia
IDN,2002,66.954,Indonesia
IDN,2003,67.134,Indonesia
IDN,2004,65.521,Indonesia
IDN,2005,67.531,Indonesia
IDN,2006,67.664,Indonesia
IDN,2007,67.914,Indonesia
IDN,2008,68.085,Indonesia
IDN,2009,68.267,Indonesia
IDN,2010,68.364,Indonesia
IDN,2011,68.629,Indonesia
IDN,2012,68.862,Indonesia
IDN,2013,69.064,Indonesia
IDN,2014,69.292,Indonesia
IDN,2015,69.52,Indonesia
IDN,2016,69.733,Indonesia
IDN,2017,69.953,Indonesia
IDN,2018,70.08,Indonesia
IDN,2019,70.349,Indonesia
IDN,2020,68.817,Indonesia
IDN,2021,67.452,Indonesia
IDN,2022,70.925,Indonesia
JPN,1990,78.8370731707317,Japan
JPN,1991,79.0368292682927,Japan
JPN,1992,79.080243902439,Japan
JPN,1993,79.3036585365854,Japan
JPN,1994,79.6968292682927,Japan
JPN,1995,79.5360975609756,Japan
JPN,1996,80.219756097561,Japan
JPN,1997,80.4241463414634,Japan
JPN,1998,80.5014634146342,Japan
JPN,1999,80.4609756097561,Japan
JPN,2000,81.0760975609756,Japan
JPN,2001,81.4163414634146,Japan
JPN,2002,81.6907317073171,Japan
JPN,2003,81.76,Japan
JPN,2004,82.030243902439,Japan
JPN,2005,81.9551219512195,Japan
JPN,2006,82.3219512195122,Japan
JPN,2007,82.5070731707317,Japan
JPN,2008,82.5875609756098,Japan
JPN,2009,82.9314634146342,Japan
JPN,2010,82.8426829268293,Japan
JPN,2011,82.5912195121951,Japan
JPN,2012,83.0960975609756,Japan
JPN,2013,83.3319512195122,Japan
JPN,2014,83.5878048780488,Japan
JPN,2015,83.7939024390244,Japan
JPN,2016,83.9848780487805,Japan
JPN,2017,84.099756097561,Japan
JPN,2018,84.2109756097561,Japan
JPN,2019,84.3563414634146,Japan
JPN,2020,84.56,Japan
JPN,2021,84.4456097560976,Japan
JPN,2022,83.9963414634146,Japan
KOR,1990,71.5975609756098,South Korea
KOR,1991,72.0463414634146,South Korea
KOR,1992,72.4975609756098,South Korea
KOR,1993,72.9975609756098,South Korea
KOR,1994,73.3975609756098,South Korea
KOR,1995,73.7,South Korea
KOR,1996,74.1512195121951,South Korea
KOR,1997,74.6024390243903,South Korea
KOR,1998,75.0048780487805,South Korea
KOR,1999,75.409756097561,South Korea
KOR,2000,75.909756097561,South Korea
KOR,2001,76.4121951219512,South Korea
KOR,2002,76.7658536585366,South Korea
KOR,2003,77.2146341463415,South Korea
KOR,2004,77.6658536585366,South Korea
KOR,2005,78.1682926829268,South Korea
KOR,2006,78.6682926829268,South Korea
KOR,2007,79.119512195122,South Korea
KOR,2008,79.5170731707317,South Korea
KOR,2009,79.9682926829268,South Korea
KOR,2010,80.1170731707317,South Korea
KOR,2011,80.5682926829269,South Korea
KOR,2012,80.819512195122,South Korea
KOR,2013,81.2707317073171,South Korea
KOR,2014,81.7219512195122,South Korea
KOR,2015,82.0243902439024,South Korea
KOR,2016,82.2756097560976,South Korea
KOR,2017,82.6268292682927,South Korea
KOR,2018,82.6268292682927,South Korea
KOR,2019,83.2268292682927,South Korea
KOR,2020,83.4268292682927,South Korea
KOR,2021,83.5268292682927,South Korea
KOR,2022,82.6804878048781,South Korea
SGP,1990,75.2951219512195,Singapore
SGP,1991,75.6463414634146,Singapore
SGP,1992,75.9463414634146,Singapore
SGP,1993,76.0463414634146,Singapore
SGP,1994,76.1975609756098,Singapore
SGP,1995,76.2951219512195,Singapore
SGP,1996,76.5951219512195,Singapore
SGP,1997,76.8975609756097,Singapore
SGP,1998,77.3,Singapore
SGP,1999,77.5512195121951,Singapore
SGP,2000,77.9512195121951,Singapore
SGP,2001,78.2512195121951,Singapore
SGP,2002,78.5512195121951,Singapore
SGP,2003,79.0390243902439,Singapore
SGP,2004,79.490243902439,Singapore
SGP,2005,79.990243902439,Singapore
SGP,2006,80.1414634146341,Singapore
SGP,2007,80.4414634146342,Singapore
SGP,2008,80.790243902439,Singapore
SGP,2009,81.2414634146342,Singapore
SGP,2010,81.5414634146342,Singapore
SGP,2011,81.7439024390244,Singapore
SGP,2012,81.9951219512195,Singapore
SGP,2013,82.2463414634147,Singapore
SGP,2014,82.4951219512195,Singapore
SGP,2015,82.7439024390244,Singapore
SGP,2016,82.8463414634146,Singapore
SGP,2017,83.0951219512195,Singapore
SGP,2018,83.2975609756098,Singapore
SGP,2019,83.5951219512195,Singapore
SGP,2020,83.5439024390244,Singapore
SGP,2021,83.0926829268293,Singapore
SGP,2022,82.8951219512195,Singapore
THA,1990,68.924,Thailand
THA,1991,69.132,Thailand
THA,1992,69.353,Thailand
THA,1993,69.568,Thailand
THA,1994,69.661,Thailand
THA,1995,69.757,Thailand
THA,1996,69.94,Thailand
THA,1997,70.362,Thailand
THA,1998,70.703,Thailand
THA,1999,70.979,Thailand
THA,2000,71.205,Thailand
THA,2001,71.52,Thailand
THA,2002,71.775,Thailand
THA,2003,72.101,Thailand
THA,2004,72.1,Thailand
THA,2005,72.894,Thailand
THA,2006,73.341,Thailand
THA,2007,73.779,Thailand
THA,2008,74.221,Thailand
THA,2009,74.669,Thailand
THA,2010,75.012,Thailand
THA,2011,75.302,Thailand
THA,2012,75.59,Thailand
THA,2013,75.96,Thailand
THA,2014,76.279,Thailand
THA,2015,76.563,Thailand
THA,2016,76.769,Thailand
THA,2017,76.989,Thailand
THA,2018,77.19,Thailand
THA,2019,77.197,Thailand
THA,2020,77.331,Thailand
THA,2021,77.606,Thailand
THA,2022,75.291,Thailand
USA,1990,75.2146341463415,United States
USA,1991,75.3658536585366,United States
USA,1992,75.6170731707317,United States
USA,1993,75.419512195122,United States
USA,1994,75.619512195122,United States
USA,1995,75.6219512195122,United States
USA,1996,76.0268292682927,United States
USA,1997,76.4292682926829,United States
USA,1998,76.5804878048781,United States
USA,1999,76.5829268292683,United States
USA,2000,76.6365853658537,United States
USA,2001,76.8365853658537,United States
USA,2002,76.9365853658537,United States
USA,2003,77.0365853658537,United States
USA,2004,77.4878048780488,United States
USA,2005,77.4878048780488,United States
USA,2006,77.6878048780488,United States
USA,2007,77.9878048780488,United States
USA,2008,78.0390243902439,United States
USA,2009,78.390243902439,United States
USA,2010,78.5414634146342,United States
USA,2011,78.6414634146341,United States
USA,2012,78.7414634146342,United States
USA,2013,78.7414634146342,United States
USA,2014,78.8414634146341,United States
USA,2015,78.690243902439,United States
USA,2016,78.5390243902439,United States
USA,2017,78.5390243902439,United States
USA,2018,78.6390243902439,United States
USA,2019,78.7878048780488,United States
USA,2020,76.9804878048781,United States
USA,2021,76.3292682926829,United States
USA,2022,77.4341463414634,United States
VNM,1990,69.027,Vietnam
VNM,1991,69.303,Vietnam
VNM,1992,69.62,Vietnam
VNM,1993,69.957,Vietnam
VNM,1994,70.379,Vietnam
VNM,1995,70.871,Vietnam
VNM,1996,71.296,Vietnam
VNM,1997,71.67,Vietnam
VNM,1998,72.283,Vietnam
VNM,1999,72.575,Vietnam
VNM,2000,72.746,Vietnam
VNM,2001,72.984,Vietnam
VNM,2002,73.138,Vietnam
VNM,2003,73.236,Vietnam
VNM,2004,73.062,Vietnam
VNM,2005,73.198,Vietnam
VNM,2006,73.293,Vietnam
VNM,2007,73.385,Vietnam
VNM,2008,73.455,Vietnam
VNM,2009,73.525,Vietnam
VNM,2010,73.611,Vietnam
VNM,2011,73.713,Vietnam
VNM,2012,73.762,Vietnam
VNM,2013,73.821,Vietnam
VNM,2014,73.886,Vietnam
VNM,2015,73.955,Vietnam
VNM,2016,73.984,Vietnam
VNM,2017,74.026,Vietnam
VNM,2018,74.1,Vietnam
VNM,2019,74.211,Vietnam
VNM,2020,75.383,Vietnam
VNM,2021,74.145,Vietnam
VNM,2022,74.502,Vietnam
